Date : 2026-06-12 13:49:12
Directory : c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\great_expectations
Total : 4815 files,  -652342 codes, -28019 comments, -63543 blanks, all -743904 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list\pick_list.js                                                                                                                        | JavaScript         |       -380 |         -5 |        -33 |       -418 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list\pick_list.json                                                                                                                      | JSON               |       -354 |          0 |         -1 |       -355 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list\pick_list.py                                                                                                                        | Python             |     -1,373 |        -33 |       -337 |     -1,743 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list\pick_list_dashboard.py                                                                                                              | Python             |        -26 |          0 |         -3 |        -29 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list\pick_list_list.js                                                                                                                   | JavaScript         |        -12 |         -2 |         -2 |        -16 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list\test_pick_list.py                                                                                                                   | Python             |     -1,452 |        -46 |       -272 |     -1,770 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list_item\__init__.py                                                                                                                    | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list_item\pick_list_item.json                                                                                                            | JSON               |       -300 |          0 |         -1 |       -301 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\pick_list_item\pick_list_item.py                                                                                                              | Python             |        -33 |         -6 |         -9 |        -48 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list\README.md                                                                                                                          | Markdown           |         -1 |          0 |          0 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list\__init__.py                                                                                                                        | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list\price_list.css                                                                                                                     | PostCSS            |         -6 |          0 |         -2 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list\price_list.js                                                                                                                      | JavaScript         |        -15 |         -2 |         -2 |        -19 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list\price_list.json                                                                                                                    | JSON               |       -135 |          0 |          0 |       -135 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list\price_list.py                                                                                                                      | Python             |        -58 |         -6 |        -25 |        -89 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list\test_price_list.py                                                                                                                 | Python             |          0 |         -2 |         -3 |         -5 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list_country\__init__.py                                                                                                                | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list_country\price_list_country.json                                                                                                    | JSON               |        -31 |          0 |          0 |        -31 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\price_list_country\price_list_country.py                                                                                                      | Python             |        -10 |         -5 |         -9 |        -24 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\README.md                                                                                                                    | Markdown           |         -1 |          0 |          0 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\__init__.py                                                                                                                  | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\purchase_receipt.js                                                                                                          | JavaScript         |       -422 |         -4 |        -53 |       -479 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\purchase_receipt.json                                                                                                        | JSON               |     -1,379 |          0 |         -1 |     -1,380 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\purchase_receipt.py                                                                                                          | Python             |     -1,702 |         -7 |        -31 |     -1,740 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\purchase_receipt_dashboard.py                                                                                                | Python             |        -34 |          0 |         -3 |        -37 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\purchase_receipt_list.js                                                                                                     | JavaScript         |        -33 |          0 |         -2 |        -35 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\test_purchase_receipt.py                                                                                                     | Python             |     -4,637 |       -131 |       -994 |     -5,762 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt\test_records.json                                                                                                            | JSON               |        -87 |          0 |         -1 |        -88 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt_item\README.md                                                                                                               | Markdown           |         -1 |          0 |          0 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt_item\__init__.py                                                                                                             | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt_item\purchase_receipt_item.json                                                                                              | JSON               |     -1,164 |          0 |         -1 |     -1,165 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\purchase_receipt_item\purchase_receipt_item.py                                                                                                | Python             |       -100 |         -5 |         -9 |       -114 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\putaway_rule\__init__.py                                                                                                                      | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\putaway_rule\putaway_rule.js                                                                                                                  | JavaScript         |        -34 |         -4 |         -6 |        -44 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\putaway_rule\putaway_rule.json                                                                                                                | JSON               |       -156 |          0 |          0 |       -156 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\putaway_rule\putaway_rule.py                                                                                                                  | Python             |       -233 |        -39 |        -65 |       -337 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\putaway_rule\putaway_rule_list.js                                                                                                             | JavaScript         |        -16 |          0 |         -2 |        -18 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\putaway_rule\test_putaway_rule.py                                                                                                             | Python             |       -356 |        -40 |        -82 |       -478 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection\README.md                                                                                                                  | Markdown           |         -1 |          0 |          0 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection\__init__.py                                                                                                                | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection\quality_inspection.js                                                                                                      | JavaScript         |        -83 |         -5 |        -17 |       -105 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection\quality_inspection.json                                                                                                    | JSON               |       -309 |          0 |         -1 |       -310 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection\quality_inspection.py                                                                                                      | Python             |       -309 |       -131 |        -41 |       -481 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection\test_quality_inspection.py                                                                                                 | Python             |       -253 |        -13 |        -57 |       -323 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter\__init__.py                                                                                                      | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter\quality_inspection_parameter.js                                                                                  | JavaScript         |         -2 |         -4 |         -2 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter\quality_inspection_parameter.json                                                                                | JSON               |        -97 |          0 |          0 |        -97 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter\quality_inspection_parameter.py                                                                                  | Python             |         -9 |         -6 |         -9 |        -24 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter\test_quality_inspection_parameter.py                                                                             | Python             |         -3 |         -3 |         -4 |        -10 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter_group\__init__.py                                                                                                | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter_group\quality_inspection_parameter_group.js                                                                      | JavaScript         |         -2 |         -4 |         -2 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter_group\quality_inspection_parameter_group.json                                                                    | JSON               |        -83 |          0 |          0 |        -83 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter_group\quality_inspection_parameter_group.py                                                                      | Python             |         -7 |         -6 |         -9 |        -22 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_parameter_group\test_quality_inspection_parameter_group.py                                                                 | Python             |         -3 |         -3 |         -4 |        -10 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_reading\README.md                                                                                                          | Markdown           |         -1 |          0 |          0 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_reading\__init__.py                                                                                                        | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_reading\quality_inspection_reading.json                                                                                    | JSON               |       -237 |          0 |          0 |       -237 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_reading\quality_inspection_reading.py                                                                                      | Python             |        -30 |         -5 |         -9 |        -44 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_template\__init__.py                                                                                                       | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_template\quality_inspection_template.js                                                                                    | JavaScript         |         -3 |         -2 |         -2 |         -7 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_template\quality_inspection_template.json                                                                                  | JSON               |        -97 |          0 |          0 |        -97 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_template\quality_inspection_template.py                                                                                    | Python             |        -29 |         -5 |        -13 |        -47 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quality_inspection_template\test_quality_inspection_template.py                                                                               | Python             |         -3 |         -2 |         -4 |         -9 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quick_stock_balance\__init__.py                                                                                                               | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quick_stock_balance\quick_stock_balance.js                                                                                                    | JavaScript         |        -79 |         -2 |        -10 |        -91 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quick_stock_balance\quick_stock_balance.json                                                                                                  | JSON               |       -139 |          0 |          0 |       -139 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\quick_stock_balance\quick_stock_balance.py                                                                                                    | Python             |        -32 |         -5 |        -14 |        -51 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\repost_item_valuation\__init__.py                                                                                                             | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\repost_item_valuation\repost_item_valuation.js                                                                                                | JavaScript         |       -145 |         -3 |        -28 |       -176 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\repost_item_valuation\repost_item_valuation.json                                                                                              | JSON               |       -318 |          0 |         -1 |       -319 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\repost_item_valuation\repost_item_valuation.py                                                                                                | Python             |       -583 |        -40 |       -151 |       -774 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\repost_item_valuation\repost_item_valuation_list.js                                                                                           | JavaScript         |        -23 |         -3 |         -2 |        -28 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\repost_item_valuation\test_repost_item_valuation.py                                                                                           | Python             |       -354 |        -19 |        -83 |       -456 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\sales_bom\README.md                                                                                                                           | Markdown           |         -1 |          0 |          0 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\sales_bom_item\README.md                                                                                                                      | Markdown           |         -1 |          0 |          0 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_bundle\__init__.py                                                                                                           | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_bundle\serial_and_batch_bundle.js                                                                                            | JavaScript         |       -222 |         -2 |        -37 |       -261 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_bundle\serial_and_batch_bundle.json                                                                                          | JSON               |       -394 |          0 |         -1 |       -395 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_bundle\serial_and_batch_bundle.py                                                                                            | Python             |     -2,608 |       -638 |       -285 |     -3,531 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_bundle\serial_and_batch_bundle_list.js                                                                                       | JavaScript         |         -8 |         -2 |         -2 |        -12 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_bundle\test_serial_and_batch_bundle.py                                                                                       | Python             |     -1,099 |        -20 |       -212 |     -1,331 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_entry\__init__.py                                                                                                            | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_entry\serial_and_batch_entry.json                                                                                            | JSON               |       -218 |          0 |         -1 |       -219 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_and_batch_entry\serial_and_batch_entry.py                                                                                              | Python             |        -30 |         -5 |        -10 |        -45 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_no\README.md                                                                                                                           | Markdown           |         -1 |          0 |          0 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_no\__init__.py                                                                                                                         | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_no\serial_no.js                                                                                                                        | JavaScript         |        -30 |         -2 |         -7 |        -39 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_no\serial_no.json                                                                                                                      | JSON               |       -360 |          0 |         -1 |       -361 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_no\serial_no.py                                                                                                                        | Python             |       -208 |        -38 |        -65 |       -311 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\serial_no\test_serial_no.py                                                                                                                   | Python             |       -237 |        -42 |        -63 |       -342 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment\__init__.py                                                                                                                          | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment\shipment.js                                                                                                                          | JavaScript         |       -458 |         -2 |         -4 |       -464 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment\shipment.json                                                                                                                        | JSON               |       -485 |          0 |         -1 |       -486 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment\shipment.py                                                                                                                          | Python             |       -114 |         -7 |        -25 |       -146 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment\shipment_list.js                                                                                                                     | JavaScript         |         -8 |          0 |         -1 |         -9 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment\test_shipment.py                                                                                                                     | Python             |       -180 |         -2 |        -35 |       -217 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_delivery_note\__init__.py                                                                                                            | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_delivery_note\shipment_delivery_note.json                                                                                            | JSON               |        -41 |          0 |          0 |        -41 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_delivery_note\shipment_delivery_note.py                                                                                              | Python             |        -11 |         -6 |         -9 |        -26 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_parcel\__init__.py                                                                                                                   | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_parcel\shipment_parcel.json                                                                                                          | JSON               |        -63 |          0 |          0 |        -63 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_parcel\shipment_parcel.py                                                                                                            | Python             |        -14 |         -6 |         -9 |        -29 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_parcel_template\__init__.py                                                                                                          | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_parcel_template\shipment_parcel_template.js                                                                                          | JavaScript         |         -2 |         -4 |         -2 |         -8 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_parcel_template\shipment_parcel_template.json                                                                                        | JSON               |        -79 |          0 |          0 |        -79 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_parcel_template\shipment_parcel_template.py                                                                                          | Python             |        -11 |         -6 |         -9 |        -26 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\shipment_parcel_template\test_shipment_parcel_template.py                                                                                     | Python             |         -3 |         -3 |         -4 |        -10 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\stock_closing_balance\__init__.py                                                                                                             | Python             |          0 |          0 |         -1 |         -1 |
| c:\Users\floor\OneDrive - University of Twente\Documenten\mod 12\ModernityAndCodeQualityResearch\GithubAPI\python_repos\erpnext\erpnext\stock\doctype\stock_closing_balance\stock_closing_balance.js                                                                                                | JavaScript         |          0 |         -6 |         -3 |         -9 |
